Id,Label,timeset,word0,word1,word2,word3,word4,word5,word6,word7,word8,word9,word10,word11,word12,word13,word14,modularity_class,indegree,outdegree,degree
2348,fifi cooper,,,,,,,,,,,,,,,,,6,2,0,2
2349,eric b.,,,,,,,,,,,,,,,,,2,0,35,35
2350,eric biddines,,,,,,,,,,,,,,,,,29,3,3,6
2351,eric reprid,,,,,,,,,,,,,,,,,53,0,0,0
2352,eric stanley,,,,,,,,,,,,,,,,,54,0,0,0
2353,erick arc elliott,,,,,,,,,,,,,,,,,55,0,0,0
2354,jgivens,,,,,,,,,,,,,,,,,30,9,20,29
2355,ethel cain,,,,,,,,,,,,,,,,,2,2,2,4
2356,jonwayne,,,,,,,,,,,,,,,,,29,9,44,53
2357,exp,,,,,,,,,,,,,,,,,28,0,7,7
2358,hush,,,,,,,,,,,,,,,,,29,4,0,4
2359,nesli,,,,,,,,,,,,,,,,,30,1,5,6
2360,fuse odg,,,,,,,,,,,,,,,,,6,14,10,24
2361,poe,,,,,,,,,,,,,,,,,6,2,0,2
2362,fam-lay,,,,,,,,,,,,,,,,,28,3,15,18
2363,majoe,,,,,,,,,,,,,,,,,5,5,6,11
2364,kat dahlia,,,,,,,,,,,,,,,,,28,3,13,16
2365,fateh,,,,,,,,,,,,,,,,,5,2,0,2
2366,faizon love,,,,,,,,,,,,,,,,,29,3,6,9
2367,fazer,,,,,,,,,,,,,,,,,56,0,0,0
2368,feis,,,,,,,,,,,,,,,,,13,0,1,1
2369,felicia pearson,,,,,,,,,,,,,,,,,72,0,2,2
2370,feloni,,,,,,,,,,,,,,,,,57,0,0,0
2371,fero47,,,,,,,,,,,,,,,,,5,0,15,15
2372,jay burna,,,,,,,,,,,,,,,,,2,4,5,9
2373,yaw tog,,,,,,,,,,,,,,,,,6,8,8,16
2374,shane eagle,,,,,,,,,,,,,,,,,6,9,30,39
2375,flabba,,,,,,,,,,,,,,,,,6,1,1,2
2376,yc,,,,,,,,,,,,,,,,,6,5,23,28
2377,flav,,,,,,,,,,,,,,,,,28,1,0,1
2378,flavour n'abania,,,,,,,,,,,,,,,,,6,1,8,9
2379,orlando brown,,,,,,,,,,,,,,,,,72,3,0,3
2380,wish bone,,,,,,,,,,,,,,,,,28,3,13,16
2381,sheff g,,,,,,,,,,,,,,,,,2,8,12,20
2382,redfoo,,,,,,,,,,,,,,,,,28,3,51,54
2383,monaleo,,,,,,,,,,,,,,,,,72,3,14,17
2384,flow jackson,,,,,,,,,,,,,,,,,58,0,0,0
2385,ras g,,,,,,,,,,,,,,,,,5,6,9,15
2386,joker,,,,,,,,,,,,,,,,,5,10,0,10
2387,fonzworth bentley,,,,,,,,,,,,,,,,,30,0,1,1
2388,foreknown,,,,,,,,,,,,,,,,,30,1,3,4
2389,teairra mar&#237;,,,,,,,,,,,,,,,,,28,5,63,68
2390,francis m,,,,,,,,,,,,,,,,,29,0,3,3
2391,rex orange county,,,,,,,,,,,,,,,,,2,3,10,13
2392,freak nasty,,,,,,,,,,,,,,,,,2,0,1,1
2393,freaky tah,,,,,,,,,,,,,,,,,29,1,2,3
2394,j-son,,,,,,,,,,,,,,,,,5,3,0,3
2395,fredwreck,,,,,,,,,,,,,,,,,72,2,12,14
2396,newkid,,,,,,,,,,,,,,,,,5,6,17,23
2397,silvana imam,,,,,,,,,,,,,,,,,5,2,5,7
2398,fronda,,,,,,,,,,,,,,,,,29,0,2,2
2399,froggy fresh,,,,,,,,,,,,,,,,,59,0,0,0
2400,fronz,,,,,,,,,,,,,,,,,2,0,1,1
2401,goody grace,,,,,,,,,,,,,,,,,2,9,15,24
2402,t.o.p,,,,,,,,,,,,,,,,,13,1,5,6
2403,kossisko,,,,,,,,,,,,,,,,,2,3,20,23
2404,hoodie allen,,,,,,,,,,,,,,,,,2,4,21,25
2405,marcelo d2,,,,,,,,,,,,,,,,,5,3,18,21
2406,gabriel teodros,,,,,,,,,,,,,,,,,29,1,3,4
2407,khingz,,,,,,,,,,,,,,,,,29,2,4,6
2408,gawvi,,,,,,,,,,,,,,,,,30,3,8,11
2409,gee money,,,,,,,,,,,,,,,,,2,0,10,10
2410,jaz dhami,,,,,,,,,,,,,,,,,5,3,4,7
2411,m.e.d.,,,,,,,,,,,,,,,,,29,2,0,2
2412,vada azeem,,,,,,,,,,,,,,,,,29,5,0,5
2413,pip skid,,,,,,,,,,,,,,,,,29,4,0,4
2414,zach hill,,,,,,,,,,,,,,,,,2,1,1,2
2415,h magnum,,,,,,,,,,,,,,,,,5,6,0,6
2416,girli,,,,,,,,,,,,,,,,,2,3,9,12
2417,the legendary traxster,,,,,,,,,,,,,,,,,28,1,59,60
2418,kelechi,,,,,,,,,,,,,,,,,28,2,0,2
2419,jackson wang,,,,,,,,,,,,,,,,,2,5,6,11
2420,paul c,,,,,,,,,,,,,,,,,2,1,2,3
2421,jimmy spicer,,,,,,,,,,,,,,,,,29,1,1,2
2422,prince whipper whip,,,,,,,,,,,,,,,,,29,2,10,12
2423,hurricane g,,,,,,,,,,,,,,,,,28,4,77,81
2424,xperience,,,,,,,,,,,,,,,,,29,7,29,36
2425,greydon square,,,,,,,,,,,,,,,,,29,0,1,1
2426,kim dracula,,,,,,,,,,,,,,,,,2,4,7,11
2427,gru,,,,,,,,,,,,,,,,,5,0,1,1
2428,lou phelps,,,,,,,,,,,,,,,,,2,3,5,8
2429,gud,,,,,,,,,,,,,,,,,2,0,1,1
2430,gu&#233; pequeno,,,,,,,,,,,,,,,,,30,0,17,17
2431,mc bin laden,,,,,,,,,,,,,,,,,30,3,0,3
2432,snik,,,,,,,,,,,,,,,,,30,2,2,4
2433,hot dollar,,,,,,,,,,,,,,,,,28,1,17,18
2434,guess who,,,,,,,,,,,,,,,,,60,0,0,0
2435,half a mill,,,,,,,,,,,,,,,,,29,0,22,22
2436,ham&#233;,,,,,,,,,,,,,,,,,61,0,0,0
2437,han yo-han,,,,,,,,,,,,,,,,,29,0,5,5
2438,kittib,,,,,,,,,,,,,,,,,13,3,21,24
2439,hasan salaam,,,,,,,,,,,,,,,,,29,7,34,41
2440,shadia mansour,,,,,,,,,,,,,,,,,6,2,7,9
2441,haitian jack,,,,,,,,,,,,,,,,,62,0,0,0
2442,soso maness,,,,,,,,,,,,,,,,,5,11,29,40
2443,hayce lemsi,,,,,,,,,,,,,,,,,5,2,5,7
2444,hef,,,,,,,,,,,,,,,,,5,8,0,8
2445,hefe heetroc,,,,,,,,,,,,,,,,,63,0,0,0
2446,hip hop pantsula,,,,,,,,,,,,,,,,,64,0,0,0
2447,hollow da don,,,,,,,,,,,,,,,,,72,3,0,3
2448,honey cocaine,,,,,,,,,,,,,,,,,13,0,45,45
2449,huey,,,,,,,,,,,,,,,,,28,2,10,12
2450,sacario,,,,,,,,,,,,,,,,,72,3,0,3
2451,hypno carlito,,,,,,,,,,,,,,,,,2,3,18,21
2452,hyuna,,,,,,,,,,,,,,,,,13,2,10,12
2453,mc mong,,,,,,,,,,,,,,,,,13,5,8,13
2454,le,,,,,,,,,,,,,,,,,13,3,0,3
2455,mr. short khop,,,,,,,,,,,,,,,,,28,1,17,18
2456,powfu,,,,,,,,,,,,,,,,,2,6,1,7
2457,icejjfish,,,,,,,,,,,,,,,,,65,0,0,0
2458,ronny j,,,,,,,,,,,,,,,,,2,14,48,62
2459,iheartmemphis,,,,,,,,,,,,,,,,,28,0,1,1
2460,ikka singh,,,,,,,,,,,,,,,,,66,0,0,0
2461,imran khan,,,,,,,,,,,,,,,,,5,0,1,1
2462,ishmael butler,,,,,,,,,,,,,,,,,67,0,0,0
2463,ivy sole,,,,,,,,,,,,,,,,,29,1,10,11
2464,iwa k,,,,,,,,,,,,,,,,,68,0,0,0
2465,j &#225;lvarez,,,,,,,,,,,,,,,,,5,0,3,3
2466,j-flexx,,,,,,,,,,,,,,,,,69,0,0,0
2467,j-me,,,,,,,,,,,,,,,,,70,0,0,0
2468,j.trill,,,,,,,,,,,,,,,,,71,0,0,0
2469,jibbs,,,,,,,,,,,,,,,,,28,4,73,77
2470,j.r. rotem,,,,,,,,,,,,,,,,,28,1,6,7
2471,yung berg,,,,,,,,,,,,,,,,,28,5,85,90
2472,j.r. writer,,,,,,,,,,,,,,,,,29,0,3,3
2473,jack parow,,,,,,,,,,,,,,,,,6,3,4,7
2474,jackie hill-perry,,,,,,,,,,,,,,,,,30,0,10,10
2475,yung wun,,,,,,,,,,,,,,,,,28,2,33,35
2476,monoxide child,,,,,,,,,,,,,,,,,72,1,5,6
2477,viper,,,,,,,,,,,,,,,,,6,3,0,3
2478,jah jah,,,,,,,,,,,,,,,,,28,0,76,76
2479,jahlil beats,,,,,,,,,,,,,,,,,29,2,18,20
2480,k.e. on the track,,,,,,,,,,,,,,,,,29,1,1,2
2481,jahred,,,,,,,,,,,,,,,,,72,2,17,19
2482,jake paul,,,,,,,,,,,,,,,,,2,0,2,2
2483,jakki tha motamouth,,,,,,,,,,,,,,,,,29,0,8,8
2484,jarobi white,,,,,,,,,,,,,,,,,29,2,3,5
2485,paris,,,,,,,,,,,,,,,,,72,6,0,6
2486,soulstice,,,,,,,,,,,,,,,,,29,6,2,8
2487,kurtis mantronik,,,,,,,,,,,,,,,,,28,2,0,2
2488,nick mira,,,,,,,,,,,,,,,,,28,1,2,3
2489,juggy d,,,,,,,,,,,,,,,,,5,4,12,16
2490,jay z,,,,,,,,,,,,,,,,,28,0,43,43
2491,jayfrance,,,,,,,,,,,,,,,,,73,0,0,0
2492,mac minister,,,,,,,,,,,,,,,,,72,6,0,6
2493,jayso,,,,,,,,,,,,,,,,,6,2,1,3
2494,karan aujla,,,,,,,,,,,,,,,,,5,2,5,7
2495,jb the first lady,,,,,,,,,,,,,,,,,29,1,3,4
2496,jellybean,,,,,,,,,,,,,,,,,28,1,14,15
2497,leila k,,,,,,,,,,,,,,,,,29,2,0,2
2498,kami,,,,,,,,,,,,,,,,,2,5,1,6
2499,jokeren,,,,,,,,,,,,,,,,,29,3,8,11
2500,korede bello,,,,,,,,,,,,,,,,,6,3,5,8
2501,jharrel jerome,,,,,,,,,,,,,,,,,29,1,1,2
2502,yung ro,,,,,,,,,,,,,,,,,28,2,0,2
2503,sonaro,,,,,,,,,,,,,,,,,29,1,11,12
2504,jimblah,,,,,,,,,,,,,,,,,5,2,4,6
2505,suffa,,,,,,,,,,,,,,,,,5,1,4,5
2506,jipsta,,,,,,,,,,,,,,,,,74,0,0,0
2507,john cena,,,,,,,,,,,,,,,,,28,1,8,9
2508,tha trademarc,,,,,,,,,,,,,,,,,28,1,3,4
2509,"johnny ",,,,,,,,,,,,,,,,,72,0,2,2
2510,johnt&#225; austin,,,,,,,,,,,,,,,,,28,0,50,50
2511,niarn,,,,,,,,,,,,,,,,,28,1,6,7
2512,"jonny ",,,,,,,,,,,,,,,,,75,0,0,0
2513,jorma taccone,,,,,,,,,,,,,,,,,76,0,0,0
2514,josh dun,,,,,,,,,,,,,,,,,77,0,0,0
2515,jr. gong,,,,,,,,,,,,,,,,,28,0,55,55
2516,jub jub,,,,,,,,,,,,,,,,,2,0,38,38
2517,raxstar,,,,,,,,,,,,,,,,,5,2,4,6
2518,"juice ",,,,,,,,,,,,,,,,,2,0,23,23
2519,junglepussy,,,,,,,,,,,,,,,,,6,5,26,31
2520,nadia rose,,,,,,,,,,,,,,,,,6,4,4,8
2521,junhyung,,,,,,,,,,,,,,,,,78,0,0,0
2522,magnolia shorty,,,,,,,,,,,,,,,,,28,6,20,26
2523,k7,,,,,,,,,,,,,,,,,28,0,8,8
2524,kamauu,,,,,,,,,,,,,,,,,28,1,17,18
2525,kid bookie,,,,,,,,,,,,,,,,,6,1,3,4
2526,karri koira,,,,,,,,,,,,,,,,,2,1,4,5
2527,ruudolf,,,,,,,,,,,,,,,,,2,1,1,2
2528,katey red,,,,,,,,,,,,,,,,,28,2,4,6
2529,sissy nobby,,,,,,,,,,,,,,,,,28,5,10,15
2530,lexii alijai,,,,,,,,,,,,,,,,,2,2,22,24
2531,kel spencer,,,,,,,,,,,,,,,,,29,2,39,41
2532,kellee maize,,,,,,,,,,,,,,,,,28,0,2,2
2533,ken carson,,,,,,,,,,,,,,,,,2,3,11,14
2534,third world don,,,,,,,,,,,,,,,,,2,2,29,31
2535,kerser,,,,,,,,,,,,,,,,,29,0,5,5
2536,kevin federline,,,,,,,,,,,,,,,,,72,0,3,3
2537,kevin fret,,,,,,,,,,,,,,,,,79,0,0,0
2538,khleo,,,,,,,,,,,,,,,,,72,0,2,2
2539,mister cee,,,,,,,,,,,,,,,,,28,2,20,22
2540,taeyong,,,,,,,,,,,,,,,,,13,2,8,10
2541,kid sensation,,,,,,,,,,,,,,,,,72,3,4,7
2542,sam sneed,,,,,,,,,,,,,,,,,72,2,6,8
2543,killa kela,,,,,,,,,,,,,,,,,29,1,10,11
2544,pezet,,,,,,,,,,,,,,,,,30,4,6,10
2545,sl jones,,,,,,,,,,,,,,,,,29,3,1,4
2546,kim jin-pyo,,,,,,,,,,,,,,,,,13,0,11,11
2547,kim yu-bin,,,,,,,,,,,,,,,,,80,0,0,0
2548,kings,,,,,,,,,,,,,,,,,28,2,22,24
2549,noclue,,,,,,,,,,,,,,,,,28,1,1,2
2550,yubin,,,,,,,,,,,,,,,,,13,2,9,11
2551,knero lapa&#233;,,,,,,,,,,,,,,,,,81,0,0,0
2552,kool herc,,,,,,,,,,,,,,,,,29,0,1,1
2553,oxxxymiron,,,,,,,,,,,,,,,,,5,1,4,5
2554,koriass,,,,,,,,,,,,,,,,,5,2,5,7
2555,loud,,,,,,,,,,,,,,,,,5,2,0,2
2556,sarahm&#233;e,,,,,,,,,,,,,,,,,5,1,2,3
2557,samian,,,,,,,,,,,,,,,,,5,1,2,3
2558,v-nasty,,,,,,,,,,,,,,,,,72,5,30,35
2559,kris wu,,,,,,,,,,,,,,,,,2,0,4,4
2560,kwam&#233;,,,,,,,,,,,,,,,,,82,0,0,0
2561,kwayzar,,,,,,,,,,,,,,,,,83,0,0,0
2562,ky-mani,,,,,,,,,,,,,,,,,5,0,16,16
2563,kyle massey,,,,,,,,,,,,,,,,,72,0,3,3
2564,kyle rapps,,,,,,,,,,,,,,,,,29,5,29,34
2565,tim fite,,,,,,,,,,,,,,,,,29,2,4,6
2566,sonreal,,,,,,,,,,,,,,,,,29,3,17,20
2567,l.t. hutton,,,,,,,,,,,,,,,,,72,3,7,10
2568,lady crush,,,,,,,,,,,,,,,,,84,0,0,0
2569,street life,,,,,,,,,,,,,,,,,29,1,116,117
2570,larry larr,,,,,,,,,,,,,,,,,72,0,19,19
2571,larry smith,,,,,,,,,,,,,,,,,85,0,0,0
2572,laure,,,,,,,,,,,,,,,,,30,0,4,4
2573,lee on the beats,,,,,,,,,,,,,,,,,86,0,0,0
2574,pyramid vritra,,,,,,,,,,,,,,,,,30,2,3,5
2575,lege kale,,,,,,,,,,,,,,,,,13,2,2,4
2576,&#248;zi,,,,,,,,,,,,,,,,,13,2,3,5
2577,lexie liu,,,,,,,,,,,,,,,,,2,1,2,3
2578,lil c-note,,,,,,,,,,,,,,,,,87,0,0,0
2579,lil ghost,,,,,,,,,,,,,,,,,2,0,2,2
2580,lil huddy,,,,,,,,,,,,,,,,,88,0,0,0
2581,lil pappie,,,,,,,,,,,,,,,,,29,0,1,1
2582,lil zane,,,,,,,,,,,,,,,,,28,0,81,81
2583,lil' brianna,,,,,,,,,,,,,,,,,28,0,6,6
2584,lil' fizz,,,,,,,,,,,,,,,,,28,0,12,12
2585,lil' kleine,,,,,,,,,,,,,,,,,5,0,10,10
2586,lil' ronnie,,,,,,,,,,,,,,,,,72,0,3,3
2587,prince ital joe,,,,,,,,,,,,,,,,,72,4,22,26
2588,lil' wil,,,,,,,,,,,,,,,,,89,0,0,0
2589,lin que,,,,,,,,,,,,,,,,,29,1,0,1
2590,moncho,,,,,,,,,,,,,,,,,5,3,1,4
2591,lio rush,,,,,,,,,,,,,,,,,90,0,0,0
2592,n&#233;pal,,,,,,,,,,,,,,,,,5,3,13,16
2593,wise,,,,,,,,,,,,,,,,,2,7,54,61
2594,zeebra,,,,,,,,,,,,,,,,,6,1,2,3
2595,monie love,,,,,,,,,,,,,,,,,28,2,24,26
2596,ralo,,,,,,,,,,,,,,,,,2,11,29,40
2597,lou the human,,,,,,,,,,,,,,,,,29,0,10,10
2598,t la rock,,,,,,,,,,,,,,,,,29,2,10,12
2599,lroc,,,,,,,,,,,,,,,,,91,0,0,0
2600,luis resto,,,,,,,,,,,,,,,,,92,0,0,0
2601,m trill,,,,,,,,,,,,,,,,,93,0,0,0
2602,m.i abaga,,,,,,,,,,,,,,,,,6,0,29,29
2603,maaly raw,,,,,,,,,,,,,,,,,94,0,0,0
2604,maejor ali,,,,,,,,,,,,,,,,,2,0,11,11
2605,major nine,,,,,,,,,,,,,,,,,2,0,16,16
2606,ma&#322;olat,,,,,,,,,,,,,,,,,30,1,11,12
2607,sok&#243;&#322;,,,,,,,,,,,,,,,,,30,5,0,5
2608,o.s.t.r.,,,,,,,,,,,,,,,,,30,4,9,13
2609,onar,,,,,,,,,,,,,,,,,30,2,1,3
2610,manafest,,,,,,,,,,,,,,,,,30,1,1,2
2611,rappin' hood,,,,,,,,,,,,,,,,,5,2,2,4
2612,sabotage,,,,,,,,,,,,,,,,,5,1,24,25
2613,mark batson,,,,,,,,,,,,,,,,,29,0,2,2
2614,mark grist,,,,,,,,,,,,,,,,,95,0,0,0
2615,marky mark,,,,,,,,,,,,,,,,,28,1,67,68
2616,master gee,,,,,,,,,,,,,,,,,96,0,0,0
2617,romeo miller,,,,,,,,,,,,,,,,,28,2,11,13
2618,master shortie,,,,,,,,,,,,,,,,,28,0,3,3
2619,matt martians,,,,,,,,,,,,,,,,,2,2,3,5
2620,mc daleste,,,,,,,,,,,,,,,,,5,0,2,2
2621,mc pressure,,,,,,,,,,,,,,,,,97,0,0,0
2622,mc ride,,,,,,,,,,,,,,,,,98,0,0,0
2623,mc solaar,,,,,,,,,,,,,,,,,5,3,25,28
2624,mc trouble,,,,,,,,,,,,,,,,,28,3,11,14
2625,russell simmons,,,,,,,,,,,,,,,,,28,1,7,8
2626,mc tunes,,,,,,,,,,,,,,,,,99,0,0,0
2627,mca,,,,,,,,,,,,,,,,,2,0,7,7
2628,me phi me,,,,,,,,,,,,,,,,,100,0,0,0
2629,mekka don,,,,,,,,,,,,,,,,,72,0,2,2
2630,merlin,,,,,,,,,,,,,,,,,5,0,1,1
2631,mexicano 777,,,,,,,,,,,,,,,,,5,1,11,12
2632,mibbs,,,,,,,,,,,,,,,,,29,1,18,19
2633,michael bivins,,,,,,,,,,,,,,,,,101,0,0,0
2634,mick,,,,,,,,,,,,,,,,,102,0,0,0
2635,mick luter,,,,,,,,,,,,,,,,,29,0,8,8
2636,mike stud,,,,,,,,,,,,,,,,,72,0,2,2
2637,mike will made it,,,,,,,,,,,,,,,,,2,0,133,133
2638,two-9,,,,,,,,,,,,,,,,,2,1,24,25
2639,salt,,,,,,,,,,,,,,,,,28,2,43,45
2640,serius jones,,,,,,,,,,,,,,,,,72,2,29,31
2641,nick cannon,,,,,,,,,,,,,,,,,2,3,18,21
2642,n.o. joe,,,,,,,,,,,,,,,,,28,1,6,7
2643,montana of 300,,,,,,,,,,,,,,,,,2,0,2,2
2644,mp808,,,,,,,,,,,,,,,,,103,0,0,0
2645,zlatan ibile,,,,,,,,,,,,,,,,,6,2,0,2
2646,omillio sparks,,,,,,,,,,,,,,,,,29,3,20,23
2647,mr. porter,,,,,,,,,,,,,,,,,29,0,2,2
2648,ms. melodie,,,,,,,,,,,,,,,,,104,0,0,0
2649,mxmtoon,,,,,,,,,,,,,,,,,2,1,0,1
2650,syster sol,,,,,,,,,,,,,,,,,5,1,14,15
2651,nathaniel motte,,,,,,,,,,,,,,,,,29,0,4,4
2652,neo da matrix,,,,,,,,,,,,,,,,,6,0,1,1
2653,wallen,,,,,,,,,,,,,,,,,2,2,19,21
2654,suge knight,,,,,,,,,,,,,,,,,2,1,1,2
2655,nitti beatz,,,,,,,,,,,,,,,,,28,1,5,6
2656,ninja,,,,,,,,,,,,,,,,,105,0,0,0
2657,noize mc,,,,,,,,,,,,,,,,,5,1,1,2
2658,nosson zand,,,,,,,,,,,,,,,,,28,0,1,1
2659,nujabes,,,,,,,,,,,,,,,,,29,2,3,5
2660,omega red,,,,,,,,,,,,,,,,,106,0,0,0
2661,omid walizadeh,,,,,,,,,,,,,,,,,107,0,0,0
2662,onry ozzborn,,,,,,,,,,,,,,,,,29,0,39,39
2663,yameen,,,,,,,,,,,,,,,,,72,2,0,2
2664,organik,,,,,,,,,,,,,,,,,108,0,0,0
2665,orgasmic,,,,,,,,,,,,,,,,,5,1,0,1
2666,oryn the rebel,,,,,,,,,,,,,,,,,109,0,0,0
2667,p.c.t,,,,,,,,,,,,,,,,,110,0,0,0
2668,pepa,,,,,,,,,,,,,,,,,28,0,43,43
2669,pete miser,,,,,,,,,,,,,,,,,72,1,3,4
2670,pi'erre bourne,,,,,,,,,,,,,,,,,2,0,13,13
2671,pierre kwenders,,,,,,,,,,,,,,,,,29,0,2,2
2672,pink guy,,,,,,,,,,,,,,,,,2,0,2,2
2673,poster boy,,,,,,,,,,,,,,,,,111,0,0,0
2674,ppcocaine,,,,,,,,,,,,,,,,,2,2,7,9
2675,yaki kadafi,,,,,,,,,,,,,,,,,28,2,17,19
2676,sensational,,,,,,,,,,,,,,,,,29,1,1,2
2677,quan,,,,,,,,,,,,,,,,,2,0,15,15
2678,quebonafide,,,,,,,,,,,,,,,,,30,2,4,6
2679,questlove,,,,,,,,,,,,,,,,,112,0,0,0
2680,rahki,,,,,,,,,,,,,,,,,113,0,0,0
2681,ramey dawoud,,,,,,,,,,,,,,,,,29,0,2,2
2682,randa,,,,,,,,,,,,,,,,,28,0,3,3
2683,rashad smith,,,,,,,,,,,,,,,,,114,0,0,0
2684,the real roxanne,,,,,,,,,,,,,,,,,115,0,0,0
2685,"reason ",,,,,,,,,,,,,,,,,2,0,77,77
2686,red cloud,,,,,,,,,,,,,,,,,116,0,0,0
2687,red spyda,,,,,,,,,,,,,,,,,28,1,10,11
2688,redzz,,,,,,,,,,,,,,,,,29,0,1,1
2689,reema major,,,,,,,,,,,,,,,,,28,0,14,14
2690,ricegum,,,,,,,,,,,,,,,,,2,0,1,1
2691,shelley fka dram,,,,,,,,,,,,,,,,,2,1,0,1
2692,rob lewis,,,,,,,,,,,,,,,,,117,0,0,0
2693,rob stone,,,,,,,,,,,,,,,,,2,0,16,16
2694,roger troutman,,,,,,,,,,,,,,,,,28,0,12,12
2695,tommy brown,,,,,,,,,,,,,,,,,29,2,1,3
2696,ronnie devoe,,,,,,,,,,,,,,,,,28,0,1,1
2697,ronnie radke,,,,,,,,,,,,,,,,,118,0,0,0
2698,roxanne shant&#233;,,,,,,,,,,,,,,,,,28,0,114,114
2699,rucka rucka ali,,,,,,,,,,,,,,,,,119,0,0,0
2700,ruyonga,,,,,,,,,,,,,,,,,120,0,0,0
2701,ryan celsius,,,,,,,,,,,,,,,,,121,0,0,0
2702,rytmus,,,,,,,,,,,,,,,,,5,0,2,2
2703,safaree samuels,,,,,,,,,,,,,,,,,122,0,0,0
2704,sagopa kajmer,,,,,,,,,,,,,,,,,29,0,3,3
2705,san jaimt,,,,,,,,,,,,,,,,,2,0,1,1
2706,scott la rock,,,,,,,,,,,,,,,,,123,0,0,0
2707,xander,,,,,,,,,,,,,,,,,29,1,0,1
2708,sean combs,,,,,,,,,,,,,,,,,28,0,2,2
2709,sean forbes,,,,,,,,,,,,,,,,,124,0,0,0
2710,sensato del patio,,,,,,,,,,,,,,,,,125,0,0,0
2711,serio,,,,,,,,,,,,,,,,,126,0,0,0
2712,sidhu moose wala,,,,,,,,,,,,,,,,,5,0,4,4
2713,simon rex,,,,,,,,,,,,,,,,,127,0,0,0
2714,zola,,,,,,,,,,,,,,,,,5,2,0,2
2715,&#353;kabo,,,,,,,,,,,,,,,,,72,0,4,4
2716,smoke dawg,,,,,,,,,,,,,,,,,2,1,6,7
2717,skinnyfromthe9,,,,,,,,,,,,,,,,,2,0,3,3
2718,slava kpss,,,,,,,,,,,,,,,,,128,0,0,0
2719,sofia ashraf,,,,,,,,,,,,,,,,,129,0,0,0
2720,sonsee,,,,,,,,,,,,,,,,,130,0,0,0
2721,souleye,,,,,,,,,,,,,,,,,29,0,2,2
2722,toni blackman,,,,,,,,,,,,,,,,,29,1,2,3
2723,speedfreaks,,,,,,,,,,,,,,,,,13,0,2,2
2724,spot,,,,,,,,,,,,,,,,,2,0,9,9
2725,tha city paper,,,,,,,,,,,,,,,,,72,2,8,10
2726,stelios phili,,,,,,,,,,,,,,,,,131,0,0,0
2727,stoka,,,,,,,,,,,,,,,,,132,0,0,0
2728,stomy bugsy,,,,,,,,,,,,,,,,,5,0,22,22
2729,sure shot,,,,,,,,,,,,,,,,,133,0,0,0
2730,sur fresh,,,,,,,,,,,,,,,,,134,0,0,0
2731,swagg man,,,,,,,,,,,,,,,,,135,0,0,0
2732,syd tha kyd,,,,,,,,,,,,,,,,,2,0,53,53
2733,sylk-e. fyne,,,,,,,,,,,,,,,,,72,1,25,26
2734,tupac shakur,,,,,,,,,,,,,,,,,72,1,0,1
2735,t. mills,,,,,,,,,,,,,,,,,28,0,2,2
2736,tairrie b,,,,,,,,,,,,,,,,,28,0,3,3
2737,tataee,,,,,,,,,,,,,,,,,136,0,0,0
2738,td cruze,,,,,,,,,,,,,,,,,29,0,1,1
2739,thee phantom,,,,,,,,,,,,,,,,,137,0,0,0
2740,thomas pridgen,,,,,,,,,,,,,,,,,2,0,1,1
2741,tigr&#227;o big tiger,,,,,,,,,,,,,,,,,13,0,1,1
2742,"timbuktu ",,,,,,,,,,,,,,,,,5,0,3,3
2743,tokyo's revenge,,,,,,,,,,,,,,,,,2,0,2,2
2744,tommy wright iii,,,,,,,,,,,,,,,,,28,0,4,4
2745,tone l&#333;c,,,,,,,,,,,,,,,,,28,0,67,67
2746,toni l,,,,,,,,,,,,,,,,,138,0,0,0
2747,topher,,,,,,,,,,,,,,,,,28,0,1,1
2748,"torch ",,,,,,,,,,,,,,,,,139,0,0,0
2749,travis miller,,,,,,,,,,,,,,,,,140,0,0,0
2750,trick-trick,,,,,,,,,,,,,,,,,28,0,77,77
2751,trugoy,,,,,,,,,,,,,,,,,141,0,0,0
2752,tuks senganga,,,,,,,,,,,,,,,,,142,0,0,0
2753,turbo b,,,,,,,,,,,,,,,,,143,0,0,0
2754,tweedy bird loc,,,,,,,,,,,,,,,,,144,0,0,0
2755,ty dolla sign,,,,,,,,,,,,,,,,,2,0,54,54
2756,tyrese gibson,,,,,,,,,,,,,,,,,28,0,9,9
2757,tyler joseph,,,,,,,,,,,,,,,,,145,0,0,0
2758,u$o,,,,,,,,,,,,,,,,,2,0,18,18
2759,will pan,,,,,,,,,,,,,,,,,2,1,0,1
2760,vinylz,,,,,,,,,,,,,,,,,146,0,0,0
2761,waajeed,,,,,,,,,,,,,,,,,29,0,6,6
2762,warryn campbell,,,,,,,,,,,,,,,,,147,0,0,0
2763,wem,,,,,,,,,,,,,,,,,6,0,1,1
2764,wendy ho,,,,,,,,,,,,,,,,,148,0,0,0
2765,willis earl beal,,,,,,,,,,,,,,,,,149,0,0,0
2766,wonder mike,,,,,,,,,,,,,,,,,150,0,0,0
2767,woo won jae,,,,,,,,,,,,,,,,,13,0,21,21
2768,x a t a r,,,,,,,,,,,,,,,,,151,0,0,0
2769,xeno carr,,,,,,,,,,,,,,,,,152,0,0,0
2770,xero,,,,,,,,,,,,,,,,,153,0,0,0
2771,yama buddha,,,,,,,,,,,,,,,,,154,0,0,0
2772,yas,,,,,,,,,,,,,,,,,155,0,0,0
